Ocurrències	Occitan	Morfologia oci	Francés	Morfologia fra (si diferent d’oci)	Comentaris 
1	envolòpa	<n><f>			
1	Envergonhar	<vblex>			
1	entristir	<vblex>			
1	entrevistaire	<n><m>			
1	entrevistaire	<n><f>			
1	Entretier	<vblex>			
1	Entreténer	<vblex>			
1	entralha	<n><f>			
1	entortilhar	<vblex>			
1	Enter	<pr>			
1	entà jo	<adv>			
1	entà deman	<ij>			
1	engenharia	<n><f>			
1	endoctrinament	<n><m>			
1	endeman	<n><m>			
1	endarrieratge	<n><m>			
1	encuedar	<vblex>			
1	en cò sòn	<adv>			
1	encomana	<n><f>			
1	En cò	<adv>			
1	en centre vila	<adv>			
1	encariment	<n><m>			
1	empresoar	<vblex>			
1	empresari	<n><m>			
1	empréner	<vblex>			
1	Empordan	<np><top>			
1	empeut	<n><m>			
1	emparança	<n><f>			
1	emissor	<n><f>			
1	Emerotèca	<n><f>			
1	emerotèca	<n><f>			
1	Embarg	<n><m>			
1	El Vendrell	<np><top>			
1	El Prat	<np><top>			
1	Eliseo	<np><ant>			
1	Elías	<np><ant>			
1	elemental	<adj>			
1	Èlba	<np><top>			
1	Elba	<np><top>			
1	eficàcia	<n><f>			
1	Edimburg	<np><top>			
1	ecotorisme	<n><m>			
1	Economizar	<vblex>			
1	ecomusèu	<n><m>			
1	Eclipsar	<vblex>			
1	*EC/*EC$				
1	Ebron	<np><top>			
1	d'un biais important	<adv>			
1	Dubèrt	<adj>			
1	d'ua auta faiçon	<adv>			
1	dr	<n><m>			
1	Dotze	<adj>			
1	Donques	<cnjadv>			
1	Doncas que	<cnjadv>			
1	donant	<n><m>			
1	domeni.oc.eu@jfblanc.eu.	<num>			
1	Domènec	<np><ant>			
1	Domaisèl	<n><f>			
1	Docent	<adj>			
1	docent	<adj>			
1	docéncia	<n><f>			
1	divulgatiu	<adj>			
1	divulgador	<n><m>			
1	distrèir	<vblex>			
1	Disnar	<vblex>			
1	Discapacitat	<adj>			
1	discapacitat	<adj>			
1	direccionau	<adj>			
1	Dins de condicions	<adv>			
1	dinar	<vblex>			
1	dilligéncia	<n><f>			
1	digitalizar	<vblex>			
1	Difondre	<vblex>			
1	dever	<vbmod><ger>			
1	Devarar	<vblex>			
1	déuer	<vbmod><inf>			
1	dètz-e-uèit	<adj>			
1	dètz-e-ueit	<adj>			
1	dètz-e-sèt	<adj>			
1	dètz-e-nòu	<adj>			
1	detzau	<adj>			
1	Detroit	<np><top>			
1	desvolopar# la lei	<vblex>			
1	desvolopar# de competéncias	<vblex>			
1	desunir	<vblex>			
1	Desparéisser	<vblex>			
1	desocupar	<vblex>			
1	deslogar	<vblex>			
1	Desliurança	<n><f>			
1	desinibir	<vblex>			
1	desinfectant	<adj>			
1	desillusionar	<vblex>			
1	desdoblar	<vblex>			
1	Descubèrta	<n><f>			
1	descredit	<n><m>			
1	Descorbir	<vblex>			
1	desconsideracion	<n><f>			
1	descongestionar	<vblex>			
1	Desconéisher	<vblex>			
1	desconeishença	<n><f>			
1	desconcentracion	<n><f>			
1	descompte	<n><m>			
1	descompdar	<vblex>			
1	descans	<n><m>			
1	desblocatge	<n><m>			
1	desaven	<n><m>			
1	desafiar	<vblex>			
1	Desacòrdi	<n><m>			
1	de	<pr>/de<pr>$			
1	Deplorar	<vblex>			
1	depenent	<adj>			
1	Depaus	<n><m>			
1	Denegar	<vblex>			
1	Demorar# que	<vblex>			
1	Democràcia	<n><f>			
1	delinqüent	<n><m>			
1	delèit	<n><m>			
1	Dejós de	<pr>			
1	deguilhem@assemblee	<num>			
1	Deféner	<vblex>			
1	Dauant	<adv>			
1	darrèrament	<adv>			
1	Darío	<np><ant>			
1	Dançaire	<adj>			
1	DAMNATJAT	<n><m>			
1	damnatjat	<n><m>			
1	Damàs	<np><top>			
1	dalha	<n><f>			
1	Daissar# de caire	<vblex>			
1	daissar# clar	<vblex>			
1	D'ací a	<pr>			
1	d'ací a	<pr>			
1	custòdia	<n><f>			
1	curricular	<adj>			
1	CU	<n><m>			
1	cuèisha	<n><f>			
1	cueisha	<n><f>			
1	c.scudier@aveyron	<num>			
1	cruvèl	<n><m>			
1	Crotzar	<vblex>			
1	cria	<n><f>			
1	Criador	<n><m>			
1	credença	<n><f>			
1	crèbacòr	<n><m>			
1	Cracòvia	<np><top>			
1	cper@paca.pref.gouv.fr	<num>			
1	cò sòn	<adv>			
1	cortejar	<vblex>			
1	corresponent	<adj>			
1	corredor	<n><f>			
1	Corrector	<adj>			
1	corral	<n><m>			
1	corpus	<n><m>			
1	Corcaigh	<np><top>			
1	Coralh	<adj>			
1	copòla	<n><f>			
1	còp# de baston	<n><m>			
1	Coordinador	<n><f>			
1	convíuer	<vblex>			
1	Convier	<vblex>			
1	convenent	<adj>			
1	Convencionau	<adj>			
1	convencionau	<adj>			
1	Contribuable	<n><m>			
1	contra	<n><f>/contre<n><m>$			
1	contractacion	<n><f>			
1	contact@...	<num>			
1	contact@mac.....	<num>			
1	consultor	<n><m>			
1	consultòri	<n><m>			
1	consonant	<adj>			
1	Cònse	<n><m>			
1	conselheria	<n><f>			
1	Congo	<np><top>			
1	congestionar	<vblex>			
1	confluïr	<vblex>			
1	*Confluences/*Confluences$				
1	confident	<n><f>			
1	condicionau	<adj>			
1	Concrètament	<adv>			
1	concernent	<adj>			
1	Conakry	<np><top>			
1	compte-rendut	<n><m>			
1	compde rendut	<n><m>			
1	Compde	<n><m>			
1	compde corrent	<n><m>			
1	Compdar	<vblex>			
1	compatibilizar	<vblex>			
1	comparéisher	<vblex>			
1	comissionat	<n><m>			
1	cò mieu	<adv>			
1	Combinacion	<n><f>			
1	colpa	<n><f>			
1	Colpable	<adj>			
1	colossau	<adj>			
1	colhonada	<n><f>			
1	colha	<n><f>			
1	Coja	<n><f>			
1	coitiu	<n><m>			
1	coishin	<n><m>			
1	Coïncidir	<vblex>			
1	coincidéncia	<n><f>			
1	Codorniu	<np><al>			
1	Codinèr	<n><m>			
1	,	<cm>/,<cm>$			
1	Clunhic	<np><top>			
1	claude.chabrerie@ac	<num>			
1	*claron/*claron$				
1	Ciutat de Panamà	<np><top>			
1	cisampa	<n><f>			
1	cipressièr	<n><m>			
1	cinquau	<adj>			
1	cinquantau	<adj>			
1	christian.sepulcre@wanadoo.fr	<num>			
1	Chisinau	<np><top>			
1	Chernobyl	<np><top>			
1	Cheliabinsk	<np><top>			
1	chat	<n><m>			
1	chantal.blouin@ora....	<num>			
1	Changsha	<np><top>			
1	chança	<n><f>			
1	chambradoc@ch...	<num>			
1	Chaco	<np><top>			
1	*Cevenas/*Cevenas$				
1	Cèrtament	<adv>			
1	cerloc.dany@orange.fr	<num>			
1	Cercador	<n><m>			
1	cepdoc@free....	<num>			
1	centredreta	<n><f>			
1	Centredrecha	<n><f>			
1	centime	<n><m>			
1	centeat	<n><m>			
1	Cent	<adj>			
1	Celia	<np><ant>			
1	Celha	<n><f>			
1	celha	<n><f>			
1	Ceilan	<np><top>			
1	cavèrna	<n><f>			
1	Cava	<n><m>			
1	cauva	<n><f>			
1	cauhatge	<n><m>			
1	caudèra	<n><f>			
1	Catarisme	<n><m>/Catharisme<n><m>$			
1	Castelha e Leon	<np><top>			
1	castanhèr	<n><m>			
1	Caspiana	<np><top>			
1	carrièira	<n><f>			
1	Carolinas	<np><top>			
1	Carivari	<n><m>			
1	Cardinal	<adj>			
1	Càrcer	<np><top>			
1	carbonilha	<n><f>			
1	Cap Hòrn	<np><top>			
1	capelhan	<n><m>			
1	capejar	<vblex>			
1	Capacitacion	<n><f>			
1	capacitacion	<n><f>			
1	caoc@caoc.cat.	<num>			
1	caoc@caoc.cat	<num>			
1	canticanta@h...	<num>			
1	canonada	<n><f>			
1	Cançonièr	<n><m>			
1	camplong@orange.fr	<num>			
1	Campània	<np><top>			
1	campanhard	<n><m>			
1	camisard	<n><m>			
1	caminoc@gmx.fr	<num>			
1	Camada	<n><f>			
1	calendas	<n><f>			
1	çai sobre	<adv>			
1	cagira	<n><f>			
1	cabelh	<n><m>			
1	cabecièr	<adj>			
1	Cabdèl	<n><m>/Pelote<n><f>$			
1	Burgenland	<np><top>			
1	bureau@aeloc.fr	<num>			
1	burca	<n><f>			
1	Burar	<vblex>			
1	Bujumbura	<np><top>			
1	Bugs	<np><ant>			
1	BTV	<n><acr>			
1	Brueissariá	<n><f>			
1	brueissariá	<n><f>			
1	Bronswiek	<np><top>			
1	Britània	<np><top>			
1	Brazzaville	<np><top>			
1	Brac	<n><m>			
1	braçat	<n><m>			
1	Bosiga	<n><f>			
1	Bòrdes	<np><top>			
1	bò	<n><m>			
1	bonhar	<vblex>			
1	bofiòla	<n><f>			
1	BOE	<n><acr>			
1	Blòc	<n><m>/Bloc<n><m>$			
1	Bizèrta	<np><top>			
1	Bishkek	<np><top>			
1	Bilingüe	<adj>			
1	bilateralitat	<n><f>			
1	Bièra	<n><f>			
1	bièra	<n><f>			
1	Biennal	<adj>			
1	Bhutan	<np><top>			
1	Beton	<n><m>			
1	bernard.vaissiere@sfr.fr	<num>			
1	bères arts	<n><f>			
1	berangeroc@live.fr	<num>			
1	bèra causa	<prn><tn>			
1	Benós	<np><top>			
1	Benèster	<n><m>			
1	Belo Horizonte	<np><top>			
1	Belegar	<vblex>			
1	belegar	<vblex>			
1	Beirut	<np><top>			
1	Begoña	<np><ant>			
1	*BBCShorts/*BBCShorts$				
1	basquetbòl	<n><m>			
1	Bas Cinca	<np><top>			
1	Bartomeu	<np><ant>			
1	barron	<n><m>			
1	Barricat	<n><f>			
1	barrèra# de seguretat	<n><f>			
1	barreja	<n><f>			
1	barranc	<n><m>			
1	Barceloneta	<np><top>			
1	Banyoles	<np><top>			
1	balhar# era autorizacion	<vblex>			
1	balancejar	<vblex>			
1	Bakó	<np><top>			
1	Baishar	<vblex>			
1	bag.vaton@orange.fr	<num>			
1	babau	<n><m>			
1	azalais@wanadoo.fr.	<num>			
1	azalais@wanadoo.fr	<num>			
1	AVIER	<vblex>			
1	aver# de	<vbmod><pp>			
1	Aver# de	<vbmod><inf>			
1	Aver# de	<vbmod><ifi>			
1	Avant	<adv>			
1	Aval	<adv>			
1	Auviatge	<n><m>			
1	autovia	<n><f>			
1	Autonomic	<adj>			
1	*authorities/*authorities$				
1	auriòu	<adj>			
1	aunestetat	<n><f>			
1	Aumenatge	<n><m>			
1	aujòu	<n><mf>			
1	Augsborg	<np><top>			
1	Auer# de	<vbmod><prs>			
1	auer# de	<vbmod><pii>			
1	auer# de	<vbmod><ifi>			
1	auer# arren a veir	<vblex>			
1	a uèit oras	<adv>			
1	aubedir	<vblex>			
1	auançament	<n><m>			
1	Atribuïr	<vblex>			
1	A tres oras	<adv>			
1	Ath torn	<adv>			
1	ath temps	<adv>			
1	ath madeish viatge	<adv>			
1	Ath madeish temps	<adv>			
1	Atenèu	<n><m>			
1	Ataquié	<np><top>			
1	Atacama	<np><top>			
1	AST	<np><top>			
1	Ast	<np><top>			
1	assolelhat	<adj>			
1	Assoan	<np><top>			
1	Assiténcia	<n><f>			
1	assistencial	<adj>			
1	Assessorament	<n><m>			
1	aspam.aude@...	<num>			
1	Asmara	<np><top>			
1	A sèt oras	<adv>			
1	ascladura	<n><f>			
1	A saber	<adv>			
1	Arturar	<vblex>			
1	Artiga de Lin	<np><top>			
1	Artesania	<n><f>			
1	artesania	<n><f>			
1	Arténher	<vblex>			
1	arròc	<n><m>			
1	Arriu	<n><m>			
1	arric	<adj>			
1	arreu	<adv>			
1	Arrei	<n><m>			
1	Arrecéber	<vblex>			
1	arrasar	<vblex>			
1	Arraïtzar	<vblex>			
1	arraïtzar	<vblex>			
1	arnelh	<n><m>			
1	Armanhac	<np><top>/Armagnac<np><top>$			
1	argumental	<adj>			
1	Ara ora d'ara	<adv>			
1	ara ora d'ara	<adv>			
1	aranés	<adj>/aranais<adj>$			
1	Aquò òc	<prn><tn>			
1	aquiloc@....	<num>			
1	aqui.loc@....	<num>			
1	aqui.loc@lapo...	<num>			
1	A qué	<adv><itg>			
1	apuprètz	<adv>			
1	apuntar	<vblex>			
1	a prumèrs	<adv>			
1	aprofitament	<n><m>			
1	APRENE	<vblex>			
1	APLEC	<n><m>			
1	aplec	<n><m>			
1	Apia	<np><top>			
1	a peticion de	<pr>			
1	Aperténer	<vblex>			
1	Apenins	<np><top>			
1	apelar	<vblex>/appeler<vblex>$			
1	A part	<adv>			
1	A onze oras	<adv>			
1	antisociau	<adj>			
1	antifranquista	<adj>			
1	Anticorrupcion	<n><f>			
1	Anonci	<n><m>			
1	anomal	<adj>			
1	annemarie.gontaud@free.fr	<num>			
1	anne.chateaureynaud@lap....	<num>			
1	Anjó	<np><top>			
1	Anís	<n><m>			
1	Ànim	<n><m>			
1	Animau	<adj>			
1	Anglesey	<np><top>			
1	Anet	<adv>			
1	andre.clement@w...	<num>			
1	Andratx	<np><top>			
1	Andòrra la Vièlha	<np><top>			
1	anarcosindicalisme	<n><m>			
1	ampli	<adj>			
1	aminoacid	<n><m>			
1	amigar	<vblex>			
1	amicsdelcirdoc@lapo....	<num>			
1	ambaishador	<n><m>			
1	ambaishador	<n><f>			
1	Amassa amb	<pr>			
1	A malgrat	<pr>			
1	*always/*always$				
1	Al revèrs	<adv>			
1	Al-Qaida	<np><al>			
1	Al mercat	<adv>			
1	Alièr	<np><top>			
1	Alexandreta	<np><top>			
1	alegror	<n><f>			
1	alebar	<vblex>			
1	Al còp	<adv>			
1	Alcòi	<np><top>			
1	Alcázar	<np><al>			
1	Alcanyiz	<np><top>			
1	Alcaldia	<n><f>			
1	Al bòrd de	<pr>			
1	alap	<adj>			
1	alaincharrie@or....	<num>			
1	alaincharrie@or...	<num>			
1	alain.camelio@....	<num>			
1	ajudant	<n><m>			
1	Ajocar	<vblex>			
1	a.janzac@...	<num>			
1	airina	<n><f>			
1	aime.tastayre@orange.fr	<num>			
1	aimablament	<adv>			
1	ailabàs	<adv>			
1	Aiguamòg	<np><top>			
1	aigaberdenc@orange.fr	<num>			
1	A ieu	<adv>			
1	Ahmadabad	<np><top>			
1	ahilhar	<vblex>			
1	Ahèrs exteriors	<n><m>			
1	Agustí	<np><ant>			
1	aguinèu	<n><f>			
1	Agropacion	<n><f>			
1	agropacion	<n><f>			
1	Agredir	<vblex>			
1	Adreiça	<n><f>			
1	adornament	<n><m>			
1	adoc@gmail.com	<num>			
1	admirator	<n><m>			
1	adjúnher	<vblex>			
1	A despiet de	<pr>			
1	Adès	<adv>			
1	acuelh@ost...	<num>			
1	acuelh@ostaldo...	<num>			
1	a cò vòstre	<adv>			
1	Acostumar# de	<vblex>			
1	acorropar	<vblex>			
1	Açòres	<np><top>			
1	acordar# per consensus	<vblex>			
1	a contracòr	<adv>			
1	a cò nòstre	<adv>			
1	*ACN/*ACN$				
1	Accra	<np><top>			
1	acc.culturoc@gm....	<num>			
1	Acampada	<n><f>			
1	Academician	<adj>			
1	abribus.montlaur@gmail.com	<num>			
1	Abondar	<vblex>			
1	abissal	<adj>			
1	Abertzale	<adj>			
1	abelha# de mèl	<n><f>			
1	Abans-darrièr	<adj>			
1	99,8%	<num><percent>			
1	99,64%	<num><percent>			
1	99,25%	<num><percent>			
1	99,1%	<num><percent>			
1	9,8%	<num><percent>			
1	98,9%	<num><percent>			
1	98,5%	<num><percent>			
1	98,30%	<num><percent>			
1	98,1%	<num><percent>			
1	97,6%	<num><percent>			
1	975%	<num><percent>			
1	95,84%	<num><percent>			
1	95,7%	<num><percent>			
1	95,5%	<num><percent>			
1	95,1%	<num><percent>			
1	9,4%	<num><percent>			
1	9,49%	<num><percent>			
1	94,99%	<num><percent>			
1	9,40%	<num><percent>			
1	92,73%	<num><percent>			
1	9,20%	<num><percent>			
1	91%	<num><percent>			
1	91,5%	<num><percent>			
1	91,3%	<num><percent>			
1	9,09%	<num><percent>			
1	89%	<num><percent>			
1	89,3%	<num><percent>			
1	8,91%	<num><percent>			
1	89,07%	<num><percent>			
1	88%	<num><percent>			
1	8,8%	<num><percent>			
1	88,91%	<num><percent>			
1	88,61%	<num><percent>			
1	8,81%	<num><percent>			
1	8,78%	<num><percent>			
1	8,74%	<num><percent>			
1	8,62%	<num><percent>			
1	8,60%	<num><percent>			
1	86,04%	<num><percent>			
1	8,50%	<num><percent>			
1	8,46%	<num><percent>			
1	83%	<num><percent>			
1	8,3%	<num><percent>			
1	8,2%	<num><percent>			
1	81,9%	<num><percent>			
1	81,5%	<num><percent>			
1	80,9%	<num><percent>			
1	80,1%	<num><percent>			
1	800%	<num><percent>			
1	79,6%	<num><percent>			
1	79,4%	<num><percent>			
1	79,2%	<num><percent>			
1	78,7%	<num><percent>			
1	7,76%	<num><percent>			
1	77,46%	<num><percent>			
1	75,95%	<num><percent>			
1	75,7%	<num><percent>			
1	75,2%	<num><percent>			
1	75,1%	<num><percent>			
1	74,6%	<num><percent>			
1	74,5%	<num><percent>			
1	74,55%	<num><percent>			
1	73,22%	<num><percent>			
1	7,2%	<num><percent>			
1	71,87%	<num><percent>			
1	71,5%	<num><percent>			
1	71,55%	<num><percent>			
1	71,48%	<num><percent>			
1	70,8%	<num><percent>			
1	70,7%	<num><percent>			
1	70,4%	<num><percent>			
1	69,86%	<num><percent>			
1	69,83%	<num><percent>			
1	69,65%	<num><percent>			
1	69,5%	<num><percent>			
1	6,90%	<num><percent>			
1	6,8%	<num><percent>			
1	6,85%	<num><percent>			
1	6,7%	<num><percent>			
1	67,23%	<num><percent>			
1	6,71%	<num><percent>			
1	670%	<num><percent>			
1	6.69%	<num><percent>			
1	6,69%	<num><percent>			
1	65,8%	<num><percent>			
1	6,4%	<num><percent>			
1	64,5%	<num><percent>			
1	64,44%	<num><percent>			
1	63,8%	<num><percent>			
1	63,53%	<num><percent>			
1	63,4%	<num><percent>			
1	63,3%	<num><percent>			
1	6,33%	<num><percent>			
1	6,28%	<num><percent>			
1	6,27%	<num><percent>			
1	62,6%	<num><percent>			
1	62,60%	<num><percent>			
1	62,32%	<num><percent>			
1	61,9%	<num><percent>			
1	6,19%	<num><percent>			
1	61,6%	<num><percent>			
1	6,15%	<num><percent>			
1	60,5%	<num><percent>			
1	6,04%	<num><percent>			
1	59,77%	<num><percent>			
1	59,5%	<num><percent>			
1	59,21%	<num><percent>			
1	5,8%	<num><percent>			
1	5,88%	<num><percent>			
1	58,3%	<num><percent>			
1	57,60%	<num><percent>			
1	57,2%	<num><percent>			
1	5,72%	<num><percent>			
1	5.68%	<num><percent>			
1	56,5%	<num><percent>			
1	56,59%	<num><percent>			
1	5,64%	<num><percent>			
1	56,44%	<num><percent>			
1	56,20%	<num><percent>			
1	56,12%	<num><percent>			
1	55,9%	<num><percent>			
1	55,8%	<num><percent>			
1	557%	<num><percent>			
1	55,6%	<num><percent>			
1	55,5%	<num><percent>			
1	55,51%	<num><percent>			
1	55,42%	<num><percent>			
1	55,1%	<num><percent>			
1	5,4%	<num><percent>			
1	54,7%	<num><percent>			
1	54,4%	<num><percent>			
1	54,2%	<num><percent>			
1	54,28%	<num><percent>			
1	5,41%	<num><percent>			
1	5,3%	<num><percent>			
1	53,91%	<num><percent>			
1	5,38%	<num><percent>			
1	53,76%	<num><percent>			
1	536392131	<num>/536392131<num>$			
1	53,62%	<num><percent>			
1	53,59%	<num><percent>			
1	53,46%	<num><percent>			
1	53,3%	<num><percent>			
1	53,2%	<num><percent>			
1	53,10%	<num><percent>			
1	5,27%	<num><percent>			
1	52,6%	<num><percent>			
1	52,61%	<num><percent>			
1	52,5%	<num><percent>			
1	52,2%	<num><percent>			
1	52,17%	<num><percent>			
1	51,4%	<num><percent>			
1	51,3%	<num><percent>			
1	51,2%	<num><percent>			
1	51,18%	<num><percent>			
1	50,23%	<num><percent>			
1	500%	<num><percent>			
1	49,7%	<num><percent>			
1	49,76%	<num><percent>			
1	49,6%	<num><percent>			
1	49,5%	<num><percent>			
1	49,4%	<num><percent>			
1	49,42%	<num><percent>			
1	49,3%	<num><percent>			
1	49,1%	<num><percent>			
1	48,95%	<num><percent>			
1	48,82%	<num><percent>			
1	48,5%	<num><percent>			
1	48,4%	<num><percent>			
1	47.83%	<num><percent>			
1	47,81%	<num><percent>			
1	4,75%	<num><percent>			
1	47,23%	<num><percent>			
1	4,68%	<num><percent>			
1	46,7%	<num><percent>			
1	4,67%	<num><percent>			
1	46,5%	<num><percent>			
1	46,51%	<num><percent>			
1	46,31%	<num><percent>			
1	46,24%	<num><percent>			
1	46,09%	<num><percent>			
1	45,5%	<num><percent>			
1	45,47%	<num><percent>			
1	45,3%	<num><percent>			
1	45.36%	<num><percent>			
1	45,36%	<num><percent>			
1	4,4%	<num><percent>			
1	44,9%	<num><percent>			
1	44,7%	<num><percent>			
1	4,47%	<num><percent>			
1	44,6%	<num><percent>			
1	44,58%	<num><percent>			
1	44,2%	<num><percent>			
1	43,80%	<num><percent>			
1	43,5%	<num><percent>			
1	4,34%	<num><percent>			
1	43,3%	<num><percent>			
1	43,1%	<num><percent>			
1	42,9%	<num><percent>			
1	4,29%	<num><percent>			
1	42,8%	<num><percent>			
1	42,7%	<num><percent>			
1	4,25%	<num><percent>			
1	41,9%	<num><percent>			
1	41,3%	<num><percent>			
1	41,1%	<num><percent>			
1	41,06%	<num><percent>			
1	40,8%	<num><percent>			
1	40,6%	<num><percent>			
1	40,4%	<num><percent>			
1	40,23%	<num><percent>			
1	40,1%	<num><percent>			
1	400%	<num><percent>			
1	40,08%	<num><percent>			
1	39,8%	<num><percent>			
1	39,6%	<num><percent>			
1	39,65%	<num><percent>			
1	39,12%	<num><percent>			
1	37,9%	<num><percent>			
1	37,44%	<num><percent>			
1	37,3%	<num><percent>			
1	36,44%	<num><percent>			
1	36,34%	<num><percent>			
1	36,2%	<num><percent>			
1	35,99%	<num><percent>			
1	35,88%	<num><percent>			
1	35,56%	<num><percent>			
1	35,3%	<num><percent>			
1	3,52%	<num><percent>			
1	34,9%	<num><percent>			
1	34,4%	<num><percent>			
1	34,44%	<num><percent>			
1	34,20%	<num><percent>			
1	3,40%	<num><percent>			
1	33,5%	<num><percent>			
1	33,3%	<num><percent>			
1	32,9%	<num><percent>			
1	3.28%	<num><percent>			
1	3,28%	<num><percent>			
1	32,71%	<num><percent>			
1	3,25%	<num><percent>			
1	32,59%	<num><percent>			
1	32,3%	<num><percent>			
1	32,21%	<num><percent>			
1	32,1%	<num><percent>			
1	32,13%	<num><percent>			
1	32,03%	<num><percent>			
1	31,88%	<num><percent>			
1	31,70%	<num><percent>			
1	31,56%	<num><percent>			
1	31,4%	<num><percent>			
1	31,3%	<num><percent>			
1	31,05%	<num><percent>			
1	31,04%	<num><percent>			
1	30,7%	<num><percent>			
1	30,52%	<num><percent>			
1	30,50%	<num><percent>			
1	30,4%	<num><percent>			
1	30,42%	<num><percent>			
1	30,38%	<num><percent>			
1	30,37%	<num><percent>			
1	30,20%	<num><percent>			
1	29,6%	<num><percent>			
1	29,1%	<num><percent>			
1	29,09%	<num><percent>			
1	28,91%	<num><percent>			
1	28,85%	<num><percent>			
1	28,7%	<num><percent>			
1	28,5%	<num><percent>			
1	28,56%	<num><percent>			
1	28,45%	<num><percent>			
1	28,1%	<num><percent>			
1	28,06%	<num><percent>			
1	27,91%	<num><percent>			
1	27,81%	<num><percent>			
1	27,4%	<num><percent>			
1	27,3%	<num><percent>			
1	27,09%	<num><percent>			
1	26,6%	<num><percent>			
1	26,65%	<num><percent>			
1	26,1%	<num><percent>			
1	25,9%	<num><percent>			
1	25,76%	<num><percent>			
1	25,75%	<num><percent>			
1	25,6%	<num><percent>			
1	25,59%	<num><percent>			
1	25,3%	<num><percent>			
1	25,1%	<num><percent>			
1	2,51%	<num><percent>			
1	25,03%	<num><percent>			
1	24,9%	<num><percent>			
1	24,83%	<num><percent>			
1	24,82%	<num><percent>			
1	24,80%	<num><percent>			
1	24,72%	<num><percent>			
1	24,3%	<num><percent>			
1	24,21%	<num><percent>			
1	2,3%	<num><percent>			
1	23,9%	<num><percent>			
1	23,92%	<num><percent>			
1	2,36%	<num><percent>			
1	23,67%	<num><percent>			
1	23,5%	<num><percent>			
1	23,41%	<num><percent>			
1	23,3%	<num><percent>			
1	2,33%	<num><percent>			
1	23,37%	<num><percent>			
1	23,12%	<num><percent>			
1	22,7%	<num><percent>			
1	22,77%	<num><percent>			
1	2,25%	<num><percent>			
1	2,23%	<num><percent>			
1	22,39%	<num><percent>			
1	22,20%	<num><percent>			
1	22,08%	<num><percent>			
1	21,9%	<num><percent>			
1	21,85%	<num><percent>			
1	21,7%	<num><percent>			
1	21,73%	<num><percent>			
1	21,6%	<num><percent>			
1	21,63%	<num><percent>			
1	21,5%	<num><percent>			
1	21,4%	<num><percent>			
1	21,43%	<num><percent>			
1	21,1%	<num><percent>			
1	21,15%	<num><percent>			
1	21,13%	<num><percent>			
1	21,09%	<num><percent>			
1	20 Minutos	<np><al>			
1	20,9%	<num><percent>			
1	20,833%	<num><percent>			
1	20,7%	<num><percent>			
1	20,690%	<num><percent>			
1	20,3%	<num><percent>			
1	200%	<num><percent>			
1	2006	<num>/2006<num>$			
1	19,8%	<num><percent>			
1	19,65%	<num><percent>			
1	19,62%	<num><percent>			
1	19,5%	<num><percent>			
1	19,41%	<num><percent>			
1	19,1%	<num><percent>			
1	18,87%	<num><percent>			
1	18,78%	<num><percent>			
1	18,75%	<num><percent>			
1	18,6%	<num><percent>			
1	18,4%	<num><percent>			
1	18,1%	<num><percent>			
1	180%	<num><percent>			
1	17,91%	<num><percent>			
1	17,88%	<num><percent>			
1	17,6%	<num><percent>			
1	17,5%	<num><percent>			
1	17,58%	<num><percent>			
1	17,41%	<num><percent>			
1	17,3%	<num><percent>			
1	17,1%	<num><percent>			
1	17,16%	<num><percent>			
1	170%	<num><percent>			
1	1,6%	<num><percent>			
1	16,86%	<num><percent>			
1	16,76%	<num><percent>			
1	16,5%	<num><percent>			
1	16,3%	<num><percent>			
1	16,09%	<num><percent>			
1	15,9%	<num><percent>			
1	15,91%	<num><percent>			
1	1,58%	<num><percent>			
1	15,87%	<num><percent>			
1	15,7%	<num><percent>			
1	15,6%	<num><percent>			
1	1,56%	<num><percent>			
1	15,5%	<num><percent>			
1	15,56%	<num><percent>			
1	15,45%	<num><percent>			
1	15,2%	<num><percent>			
1	15,20%	<num><percent>			
1	15,145%	<num><percent>			
1	1,4%	<num><percent>			
1	14,9%	<num><percent>			
1	14.97%	<num><percent>			
1	14,97%	<num><percent>			
1	14,5%	<num><percent>			
1	14,45%	<num><percent>			
1	14,40%	<num><percent>			
1	1400%	<num><percent>			
1	13,8%	<num><percent>			
1	1,37%	<num><percent>			
1	13,636%	<num><percent>			
1	13,5%	<num><percent>			
1	13,45%	<num><percent>			
1	13,43%	<num><percent>			
1	13,333%	<num><percent>			
1	13,2%	<num><percent>			
1	13,28%	<num><percent>			
1	13,19%	<num><percent>			
1	1,30%	<num><percent>			
1	12,903%	<num><percent>			
1	12,8%	<num><percent>			
1	12,85%	<num><percent>			
1	12,78%	<num><percent>			
1	12.77%	<num><percent>			
1	12,77%	<num><percent>			
1	12,745%	<num><percent>			
1	12,71%	<num><percent>			
1	12,2%	<num><percent>			
1	1229200348	<num>/1229200348<num>$			
1	12,1%	<num><percent>			
1	12,15%	<num><percent>			
1	120%	<num><percent>			
1	11,9%	<num><percent>			
1	11,8%	<num><percent>			
1	11,864%	<num><percent>			
1	11,76%	<num><percent>			
1	11,73%	<num><percent>			
1	11,6%	<num><percent>			
1	11,64%	<num><percent>			
1	11,47%	<num><percent>			
1	11,34%	<num><percent>			
1	11,33%	<num><percent>			
1	11.26%	<num><percent>			
1	11,26%	<num><percent>			
1	10,9%	<num><percent>			
1	10,8%	<num><percent>			
1	10,71%	<num><percent>			
1	1062730435	<num>/1062730435<num>$			
1	10,58%	<num><percent>			
